name,activity,governorate,phone
EFFEDUE TRICOTS,Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 98 262 079 / 72 371 060
EIKO TUNISIE,Confection de vêtements de travail.,Sousse,(216) - 73 323 073
EL AMEN CONFECTION PLUS,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 56 444 865
EL FATH DE CONFECTION,Confection de vêtements de dessus.,Sfax,(216) - 29 908 088 / 29 683 105
EL HANA,Confection de vêtements de dessus.,Sfax,(216) - 98 416 883 / 74 831 581
EL KRIFI COLLECTION,Confection de vêtements de dessus.,Bizerte,(216) - 25 452 304
ELATEX,Confection de vêtements de dessus.,Manouba,(216) - 22 040 040 / 29 878 989
EMC PLUS,Confection de vêtements de travail.,Mahdia,(216) - 73 677 185
EMMA TEXTILE LES ATELIERS,Confection de vêtements de dessus.,Manouba,(216) - 29 838 105 / 22 566 120
EMONTEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 50 539 354
ENFAVET INTERNATIONNAL,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 400 045
ENFAVET PLUS,Confection de vêtements et accessoires.,Mahdia,(216) - 73 610 603
ENJY TEX,Confection de vêtements de dessus.,Bizerte,(216) - 92 525 339
EPIC,Fabrication d'autres articles confectionnes en textile.,Monastir,(216) - 73 530 309
EPIC (TOUZA),Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements et accessoires.,Monastir,(216) - 25 889 023 / 73 598 062
EQUITEX,Confection de vêtements de dessus.,Monastir,(216) - 73 499 001 / 73 499 400
ERRAHIM DE CONFECTION,Confection de vêtements de dessus.,Sfax,(216) - 28 211 230
ERRI.SL,Confection de vêtements de dessus.,Bizerte,(216) - 98 742 601 / 72 453 501
ESC,Confection de vêtements de dessous.,Ariana,(216) - 70 680 991 / 50 522 120
ESCALER TUNISIA EXPORT,Confection de vêtements et accessoires.,Bizerte,(216) - 72 494 032
ESPOIR MODE,Confection de vêtements de dessus.,Sousse,(216) - 73 827 825
ESQUISSE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sfax,(216) - 26 977 016 / 74 686 208
ESSE ELLE,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Sousse,(216) - 73 811 881 / 73 256 606
ESSENTI'ELLE,Confection de vêtements de dessous.,Nabeul,(216) - 55 060 157
ESTAMPARIA MBF SARL,Finissage textile.,Gafsa,(216) - 20 275 505 / 76 222 826
ETAM CONFECTION TUNISIE,Fabrication d'autres articles confectionnes en textile.,Monastir,
ETC (ZERAMDINE),Confection de vêtements de dessus.,Monastir,(216) - 73 498 106 / 73 484 411
ETC GROUP,Confection de vêtements de dessus.,Monastir,(216) - 73 482 002 / 73 484 411
ETIQUETTES ET ACCESSOIRES,Industries textiles n.c.a.,Ariana,(216) - 70 838 800
ETS JAMILA CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 52 110 110
ETS LAURENT BOYER,Confection de vêtements de travail.,Nabeul,(216) - 71 255 847 / 50 800 006
EURO CONFECTION PLUS,Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 491 032 / 98 368 136
EVE LINGERIE,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Ariana,(216) - 70 682 037 / 98 338 942
EVERDENIM SARL,Industries textiles n.c.a.,Monastir,(216) - 70 139 850
EVERWASH,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 70 139 850
FA SPALLINOFICIO 22,Confection de vêtements de dessus.,Jendouba,(216) - 24 856 508
FABITEX,Confection de vêtements de dessus.,Nabeul,(216) - 72 382 019
FADHL BEN HAJ SLIMANE,Fabrication artisanale d'articles textiles traditionnels.,Monastir,(216) - 55 557 448
FAMATEX CONFECTION,Confection de vêtements de dessous.,Sousse,(216) - 73 264 067
FARES CONFECTION,Confection de vêtements de dessus.,Bizerte,(216) - 98 956 851 / 72 407 070
FAROUCHE,Confection de vêtements de dessus.,Tunis,(216) - 71 583 693
FAROUK CONFECTION,Industries textiles n.c.a.,Sousse,(216) - 26 666 767 / 73 249 561
FASHION 74,Confection de vêtements de dessus.,Nabeul,(216) - 22 004 327
FASHION EFFE,Confection de vêtements de dessus.,Nabeul,(216) - 54 507 600
FASHION HOUSE,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 73 476 210
FASHION MAID,Confection de vêtements de travail - Confection de vêtements de dessous.,Ariana,(216) - 28 614 862
FASHION PRINT,Industries textiles n.c.a.,Sousse,(216) - 98 291 816
FASHION SQUARE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 386 407
FASHION STYLE,Confection de vêtements de dessus.,Nabeul,(216) - 22 300 698
FASHION WEAR LAUNDRY,Industries textiles n.c.a - Confection de vêtements de dessus.,Monastir,(216) - 70 634 478
FATIH SULTAN,Finissage textile.,Beja,(216) - 42 595 959
FBC,Confection de vêtements de travail - Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 469 849
FC (TINJA),Industries textiles n.c.a - Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus.,Bizerte,(216) - 50 677 164
FERMYL CONFECTION,Confection de vêtements de travail.,Monastir,(216) - 73 412 344
FERTEX,Confection de vêtements de dessous.,Kasserine,(216) - 96 277 655
FGC,Confection de vêtements de travail.,Mahdia,(216) - 73 600 075
FGCI,Confection de vêtements de travail.,Mahdia,(216) - 98 794 855 / 73 600 150
FIBRAMAT,Industries textiles n.c.a.,Sousse,
FIC,Finissage textile.,Bizerte,(216) - 72 456 026 / 72 570 977
FIFI-TEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 98 814 501 / 71 932 659
FILAFIL,Fabrication de linges domestiques divers - Industries textiles n.c.a.,Monastir,(216) - 23 766 430 / 73 414 244
FILATURE ITALIENNE,Moulinage de la soie et texturation des fils artificiels et synthétiques.,Mahdia,(216) - 98 458 729 / 73 620 925
FILIN,Filature du lin - Tissage d'autres textiles.,Ben Arous,(216) - 71 398 408
FILITALY,Confection de vêtements de dessus.,Monastir,(216) - 55 592 127
FILTEC,Fabrication de fils à coudre.,Nabeul,(216) - 58 456 506 / 72 385 993
FIMA (MOKNINE),Industries textiles n.c.a.,Monastir,(216) - 73 416 100
FIMCO,Confection de vêtements de dessus.,Monastir,(216) - 73 400 485
FIMCO INTERNATIONAL,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de travail - Confection de vêtements de dessus.,Monastir,(216) - 73 400 029
FINO,Finissage textile - Industries textiles n.c.a.,Manouba,(216) - 71 928 000
FINO INTERNATIONAL,Finissage textile - Industries textiles n.c.a.,Manouba,(216) - 71 928 000
FIORE GROUP UNO,Confection de vêtements de dessus - Confection de vêtements et accessoires.,Nabeul,(216) - 72 348 810 / 72 349 763
FIRATEX,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements de dessous.,Bizerte,(216) - 72 447 003
FIRST TUNISIAN TEXTILE,Confection de vêtements de dessus.,Sousse,(216) - 58 073 910
FLAY IN CONFECTION,Confection de vêtements de dessus.,Sousse,(216) - 98 749 105 / 52 575 536
FLORITEX EXPORT,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ben Arous,(216) - 58 890 382 / 71 382 957
FLYTEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 70 664 814
FOLA CONFECTION,Confection de vêtements de dessus.,Monastir,(216) - 55 252 082
FORUM GROUPE,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 490 100 / 28 490 102
FORUM MED,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 98 607 634 / 73 489 303
France CONFECTION,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 98 422 051 / 26 678 545
FRANTEX INTERNATIONAL FASHION,Confection de vêtements et accessoires.,Sousse,(216) - 73 312 034
FREEDOM TUNISIE,Confection de vêtements de dessus.,Sousse,(216) - 73 312 030
FRERES BOUGARES,Fabrication artisanale d'articles textiles traditionnels.,Medenine,(216) - 97 598 786
FRIES COUTURE,Confection de vêtements de dessus.,Nabeul,(216) - 72 320 720
FRIES TUNISIE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Nabeul,(216) - 72 362 311
FRITEX,Fabrication d'autres articles confectionnes en textile - Industries textiles n.c.a.,Tataouine,(216) - 75 870 727
FS KONFECT,Confection de vêtements de dessus.,Nabeul,(216) - 52 238 949
FTE,Confection de vêtements et accessoires.,Monastir,(216) - 73 490 500
FTS,Finissage textile - Industries textiles n.c.a.,Bizerte,(216) - 53 490 020 / 54 988 977
FYORANE MODE,Confection de vêtements de travail.,Nabeul,(216) - 72 300 207
G M GROUP,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sousse,(216) - 73 312 711
G.J TEX,Confection de vêtements de travail.,Mahdia,(216) - 73 687 774 / 56 837 731
G.WASH,Industries textiles n.c.a.,Nabeul,(216) - 58 456 581 / 72 389 077
GAC INTERNATIONAL,Confection de vêtements de dessus.,Monastir,(216) - 73 406 134
GAILLETON,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 71 542 726 / 71 542 722
GALLOTEX TUNISIE,Confection de vêtements de dessous.,Monastir,(216) - 73 590 154
GANTEX,Confection de vêtements et accessoires.,Bizerte,(216) - 98 224 510 / 72 537 447
GARTEX TUNISIE,Confection de vêtements de dessus.,Ben Arous,(216) - 79 407 019 / 79 407 001
GC,Confection de vêtements de dessus - Confection de vêtements de dessous.,Sfax,(216) - 99 972 190
GDF,Confection de vêtements de dessus.,Nabeul,(216) - 72 385 533
GDR,Industries textiles n.c.a.,Nabeul,(216) - 72 393 501
GDS (KORBA),Industries textiles n.c.a.,Nabeul,(216) - 27 407 101 / 72 389 343
GEMYTEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 31 554 342 / 71 971 830
GENERAL CONFECTION BIS,Confection de vêtements de travail.,Nabeul,(216) - 72 300 545
GEO-BRODERIE,Industries textiles n.c.a.,Nabeul,(216) - 23 560 649 / 72 253 433
GET (IBN KHALDOUN),Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 928 000
GET SER,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 928 000 / 71 928 800
GHACHEM TEKAYA CONFECTION,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 73 479 076
GHASSEN-TEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ben Arous,(216) - 22 506 033
GIEMMETI,Fabrication d'articles chaussants en mailles - Fabrication de pull-overs et articles similaires en mailles.,Monastir,(216) - 73 533 100
GIERRE,Confection de vêtements de travail.,Monastir,(216) - 73 490 000 / 73 490 001
GIL (EL BOUSTENE),Confection de vêtements de dessous - Confection de vêtements et accessoires.,Sfax,(216) - 74 287 065 / 74 287 314
GIL B TUNISIE,Confection de vêtements de dessus.,Manouba,(216) - 71 545 656 / 71 546 356
GIOVANI CONFECTION,Confection de vêtements de dessus.,Sfax,(216) - 22 222 512
GITEX,Confection de vêtements de dessus.,Nabeul,(216) - 58 456 582 / 72 385 933
GJ TEXTILE,Confection de vêtements et accessoires.,Zaghouan,(216) - 72 675 513
GJANUS,Confection de vêtements de travail.,Manouba,(216) - 58 154 012
GKS CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 22 200 567 / 71 750 037
G-LANA,Industries textiles n.c.a.,Gafsa,(216) - 53 575 365
GLE CONFECTION EXPORT,Confection de vêtements de dessus.,Monastir,(216) - 73 457 035
GLOBE,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 28 811 691 / 98 365 109
GM TEXTILE GROUP,Confection de vêtements de dessus.,Zaghouan,(216) - 97 578 951 / 72 670 628
GMC,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Sfax,(216) - 74 287 988
GNC,Confection de vêtements de dessous.,Sfax,(216) - 74 233 705
GOLD FASHION,Confection de vêtements de dessus.,Sousse,(216) - 58 408 704
GOLDEN TEXTILE,Confection de vêtements sur mesure.,Bizerte,(216) - 72 457 787
GOLDTEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Bizerte,(216) - 72 532 997 / 72 532 811
GRAIBA WORKWEAR TN,Confection de vêtements de travail.,Sfax,(216) - 74 283 055
GRASSI TUNISIE (EX: ITC),Confection de vêtements de travail.,Nabeul,(216) - 97 992 077 / 72 385 675
GREEN TEX,Confection de vêtements de dessus.,Mahdia,(216) - 98 747 237 / 98 747 239
GRG OFFICINA,Industries textiles n.c.a - Fabrication de pull-overs et articles similaires en mailles.,Nabeul,(216) - 23 310 166 / 72 254 968
GROUPE PROLOG,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements et accessoires.,Monastir,(216) - 73 440 800
GT MODE,Confection de vêtements de travail.,Nabeul,(216) - 72 300 207
GTE,Confection de vêtements de dessous.,Ariana,(216) - 70 662 620
GTI,Confection de vêtements de dessus.,Monastir,(216) - 58 286 163 / 73 493 300
GTS (GROMBALIA),Industries textiles n.c.a.,Nabeul,(216) - 21 350 889 / 29 732 434
GTT (KORBA),Finissage textile - Industries textiles n.c.a.,Nabeul,(216) - 72 385 533 / 72 389 661
GTVL,Industries textiles n.c.a.,Monastir,(216) - 54 925 938
GUHMETEX,Confection de vêtements de dessus - Confection de vêtements de dessous.,Tunis,(216) - 71 978 346
H F LEOPARD,Confection de vêtements de dessus.,Sousse,(216) - 24 863 028
H.T.T,Confection de vêtements de dessus.,Tunis,(216) - 50 808 086
HADJI PALM TEX,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de travail - Confection de vêtements de dessus.,Medenine,(216) - 26 578 401 / 75 621 492
HALPER TUNISIE,Industries textiles n.c.a.,Nabeul,(216) - 72 217 326 / 72 217 178
HAMATEX PRODUCTION,Confection de vêtements de travail.,Sousse,(216) - 73 353 431
HAMMAMET SCREEN INTER,Industries textiles n.c.a.,Nabeul,(216) - 72 280 745
HANDY,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Sousse,(216) - 73 361 282
HANITEX,Confection de vêtements de travail - Confection de vêtements de dessus.,Sousse,(216) - 73 280 034
HANZO CREATION,Confection de vêtements de dessous.,Sousse,(216) - 58 405 450 / 58 405 451
HAOUARITEX,Confection de vêtements de dessus.,Nabeul,(216) - 72 297 075
HARBI MEDICAL DISPOSABLE,Confection de vêtements de travail.,Kairouan,(216) - 26 876 976 / 77 321 018
HAVEP TUNISIE,Confection de vêtements de travail.,Sousse,(216) - 73 811 919
HAY-TEX (GAFSA),Confection de vêtements de dessus - Confection de vêtements de dessous.,Gafsa,(216) - 97 707 070
HAZATEX,Fabrication de pull-overs et articles similaires en mailles - Confection de vêtements de dessus - Confection de vêtements de dessous.,Monastir,(216) - 52 204 377
HBIRA CONFECTION,Confection de vêtements de dessus.,Mahdia,(216) - 58 402 055 / 73 609 476
HCM (MOKNINE),Confection de vêtements de travail - Confection de vêtements de dessus.,Monastir,(216) - 73 404 082
HD CONFECTION,Confection de vêtements et accessoires.,Zaghouan,(216) - 23 134 240 / 21 338 926
HDADRATEX INTERNATIONAL,Industries textiles n.c.a - Confection de vêtements de travail - Confection de vêtements de dessous.,Monastir,(216) - 73 594 000
HEIKA CONFECTION,Confection de vêtements de dessus.,Nabeul,(216) - 72 344 626 / 72 349 888
HEIKA II,Confection de vêtements de dessus.,Nabeul,(216) - 72 300 374
HELMA TEXTILES,Confection de vêtements de travail.,Jendouba,(216) - 50 130 953
HENATEX,Confection de vêtements de dessus.,Nabeul,(216) - 72 228 424
HENI STIM,Confection de vêtements de dessus.,Sfax,(216) - 52 971 065
HIBA CONFECTION,Confection de vêtements de dessus - Confection de vêtements de dessous - Confection de vêtements et accessoires.,Monastir,(216) - 98 541 129 / 70 163 330
HICHRI CONFECTION,Confection de vêtements de dessus.,Nabeul,(216) - 28 119 322
HITEX,Confection de vêtements de dessus.,Monastir,(216) - 73 434 249
HM DENIM,Confection de vêtements de dessus.,Mahdia,(216) - 98 565 789 / 99 095 411
HMS CONFECTION,Confection de vêtements de dessus.,Monastir,(216) - 73 451 358
HMS FASHION,Confection de vêtements de dessus - Confection de vêtements de dessous.,Manouba,(216) - 98 398 105 / 71 653 949
HNL TEXTILE,Confection de vêtements de dessus.,Sousse,(216) - 20 199 925 / 20 349 292
HORDTEX,Confection de vêtements de dessus.,Nabeul,(216) - 20 547 804
HORIZON 2000,Confection de vêtements de dessus - Confection de vêtements de dessous.,Ariana,(216) - 98 327 318 / 71 545 603
HORIZON TEX,Confection de vêtements de dessous.,Ben Arous,(216) - 21 138 112
HOSECO,Fabrication de linges domestiques divers.,Sfax,(216) - 74 279 245
HOSTYLE,Confection de vêtements et accessoires.,Sfax,(216) - 27 038 959 / 50 772 219
HPP,Confection de vêtements de travail.,Gabes,(216) - 75 231 700
HSC,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Nabeul,(216) - 72 274 319 / 72 276 233
HTC EXPORT,Confection de vêtements de dessus.,Monastir,(216) - 98 201 223
H-TEX (SAKIET EZZIT),Confection de vêtements de travail.,Sfax,(216) - 74 852 810 / 74 852 811
I.W.T,Finissage textile - Industries textiles n.c.a.,Nabeul,(216) - 72 390 885
IAS+,Industries textiles n.c.a.,Monastir,(216) - 26 475 977
IAT,Confection de vêtements de dessous - Confection de vêtements et accessoires.,Nabeul,(216) - 31 501 249
